"","GENDER","EDU_FATHER","EDU_MOTHER","OCC_FATHER","OCC_MOTHER","STRATUM","PEOPLE_HOUSE","COMPUTER","CAR","MOBILE","UNIVERSITY","OVERALL_SCORE"
"5059",1,"Complete Professional Education","Complete Professional Education","Small entrepreneur ","Small entrepreneur ","4","4",1,1,1,"4",403
"5060",0,"Complete Professional Education","Complete Professional Education","Independent professional","Technical or professional level employee","3","2",0,0,1,"5",430
"5061",1,"Postgraduate Education","Postgraduate Education","Technical or professional level employee","Technical or professional level employee","3","4",1,1,1,"1",317
"5062",1,"Incomplete Secondary Education","Complete Secondary Education","Independent","Home","1","3",1,0,0,"3",273
"5063",0,"Incomplete Secondary Education","Incomplete Secondary Education","Independent","Independent","3","3",1,0,1,"2",434
"5064",0,"Complete Professional Education","Complete Professional Education","Operator","Operator","3","2",1,1,1,"4",426
"5065",0,"Complete Professional Education","Complete Secondary Education","Other occupation","Home","2","4",0,0,1,"4",381
"5066",0,"Complete Professional Education","Complete Professional Education","Entrepreneur ","Independent","1","3",1,1,1,"2",280
"5067",1,"Complete Technical Education","Complete Secondary Education","Operator","Home","3","5",1,1,1,"4",199
"5068",1,"Complete Professional Education","Complete Professional Education","Technical or professional level employee","Technical or professional level employee","3","5",1,1,1,"3",276
"5069",0,"Postgraduate Education","Incomplete Professional Education","Independent professional","Independent","4","5",1,1,1,"4",257
"5070",0,"Complete Secondary Education","Complete Professional Education","Technical or professional level employee","Auxiliary or Administrative","3","3",1,1,0,"3",289
"5071",1,"Postgraduate Education","Complete Professional Education","Small entrepreneur ","Technical or professional level employee","3","4",1,0,1,"4",438
"5072",1,"Postgraduate Education","Postgraduate Education","Retired","Independent professional","3","3",1,1,1,"4",380
"5073",1,"Complete Technical Education","Incomplete Primary Education","Technical or professional level employee","Independent","3","3",0,0,1,"2",110
"5074",0,"Incomplete Primary Education","Incomplete Secondary Education","Other occupation","Home","2","3",0,0,0,"2",226
"5075",0,"Complete Professional Education","Complete Technical Education","Executive","Home","6","5",1,1,1,"4",470
"5076",0,"Complete Professional Education","Complete Professional Education","Technical or professional level employee","Technical or professional level employee","4","2",1,0,1,"2",437
"5077",0,"Complete Professional Education","Complete Technical Education","Technical or professional level employee","Home","4","5",1,1,1,"2",462
"5078",0,"Complete Technical Education","Postgraduate Education","Retired","Other occupation","3","4",1,1,1,"3",406
"5079",0,"Incomplete Professional Education","Complete Technical Education","Independent","Auxiliary or Administrative","3","4",1,0,1,"2",409
"5080",1,"Complete Professional Education","Complete Technical Education","Entrepreneur ","Home","4","4",1,1,1,"4",462
"5081",1,"Complete Professional Education","Complete Secondary Education","Executive","Technical or professional level employee","3","4",1,1,1,"3",252
"5082",1,"Complete Professional Education","Complete Technical Education","Technical or professional level employee","Home","2","4",1,1,1,"4",450
"5083",0,"Complete Professional Education","Complete Professional Education","Retired","Other occupation","1","3",0,0,0,"4",288
"5084",0,"Incomplete Secondary Education","Incomplete Secondary Education","Auxiliary or Administrative","Auxiliary or Administrative","2","4",1,1,1,"4",442
"5085",1,"Postgraduate Education","Incomplete Professional Education","Technical or professional level employee","Home","4","5",1,1,1,"2",301
"5086",0,"Postgraduate Education","Postgraduate Education","Technical or professional level employee","Technical or professional level employee","4","3",1,1,1,"5",396
"5087",1,"Incomplete Secondary Education","Complete Secondary Education","Independent","Home","2","4",0,0,0,"4",363
"5088",0,"Complete Professional Education","Complete Secondary Education","Technical or professional level employee","Small entrepreneur ","4","3",1,1,1,"4",318
"5089",0,"Complete Professional Education","Complete Professional Education","Technical or professional level employee","Entrepreneur ","5","4",1,1,1,"2",364
"5090",0,"Incomplete Primary Education","Complete Secondary Education","Independent","Home","3","5",0,0,1,"2",236
"5091",0,"Complete Professional Education","Complete Secondary Education","Independent professional","Home","5","3",1,1,1,"2",344
"5092",0,"Complete Professional Education","Complete Primary Education","Independent professional","Operator","3","2",0,0,1,"2",202
"5093",1,"Complete Secondary Education","Complete Technical Education","Independent","Auxiliary or Administrative","2","2",0,0,1,"2",162
"5094",1,"Complete Professional Education","Complete Professional Education","Independent","Technical or professional level employee","3","6",1,0,1,"2",302
"5095",1,"Incomplete Secondary Education","Incomplete Secondary Education","Independent","Home","3","3",1,0,1,"3",160
"5096",0,"Complete Technical Education","Complete Professional Education","Technical or professional level employee","Technical or professional level employee","2","4",1,1,1,"0",407
"5097",1,"Complete Professional Education","Complete Professional Education","Independent professional","Auxiliary or Administrative","4","4",1,1,1,"4",391
"5098",1,"Complete Secondary Education","Complete Secondary Education","Operator","Operator","2","5",1,0,1,"4",352
"5099",0,"Postgraduate Education","Postgraduate Education","Independent professional","Operator","4","4",1,1,1,"4",297
"5100",1,"Complete Technical Education","Complete Professional Education","Technical or professional level employee","Technical or professional level employee","3","5",1,1,1,"5",381
"5101",0,"Complete Professional Education","Complete Professional Education","Technical or professional level employee","Technical or professional level employee","3","5",1,1,1,"4",397
"5102",0,"Complete Professional Education","Complete Professional Education","Technical or professional level employee","Independent professional","4","3",1,1,1,"2",312
"5103",1,"Complete Professional Education","Complete Professional Education","Independent professional","Independent professional","5","4",1,1,1,"4",239
"5104",1,"Postgraduate Education","Complete Professional Education","Technical or professional level employee","Small entrepreneur ","4","5",1,1,1,"4",442
"5105",1,"Complete Professional Education","Complete Professional Education","Executive","Executive","5","4",1,1,1,"5",407
"5106",0,"Complete Professional Education","Complete Professional Education","Executive","Home","5","5",1,1,1,"5",428
"5107",1,"Complete Professional Education","Complete Professional Education","Technical or professional level employee","Independent professional","3","4",1,1,1,"4",290
"5108",1,"Postgraduate Education","Incomplete Professional Education","Executive","Home","5","4",1,1,1,"2",375
"5109",1,"Complete Professional Education","Complete Professional Education","Executive","Small entrepreneur ","5","5",1,1,1,"4",459
"5110",1,"Complete Professional Education","Complete Professional Education","Executive","Executive","5","5",1,1,1,"4",268
"5111",1,"Complete Secondary Education","Complete Secondary Education","Operator","Operator","1","4",0,0,0,"4",332
"5112",1,"Complete Secondary Education","Complete Technical Education","Small entrepreneur ","Home","2","5",1,1,1,"2",279
"5113",1,"Complete Technical Education","Complete Professional Education","Independent","Independent","3","4",1,1,0,"4",382
"5114",0,"Complete Secondary Education","Complete Secondary Education","Retired","Independent","2","5",1,1,1,"3",373
"5115",0,"Complete Professional Education","Complete Technical Education","Retired","Home","4","6",1,0,1,"2",213
"5116",0,"Complete Professional Education","Complete Technical Education","Executive","Home","3","4",1,1,1,"4",313
"5117",0,"Complete Primary Education","Incomplete Primary Education","Independent","Home","2","5",1,1,1,"2",199
"5118",1,"Incomplete Secondary Education","Complete Professional Education","Other occupation","Other occupation","2","3",1,1,1,"2",237
"5119",1,"Complete Professional Education","Postgraduate Education","Technical or professional level employee","Technical or professional level employee","2","5",1,1,1,"3",366
"5120",0,"Complete Primary Education","Complete Primary Education","Other occupation","Home","1","6",0,0,0,"2",212
"5121",1,"Complete Technical Education","Complete Professional Education","Technical or professional level employee","Technical or professional level employee","4","5",1,1,1,"4",419
"5122",0,"Complete Professional Education","Postgraduate Education","Executive","Executive","4","5",1,1,1,"4",409
"5123",0,"Complete Professional Education","Complete Secondary Education","Other occupation","Independent","3","4",1,0,1,"2",287
"5125",0,"Incomplete Secondary Education","Complete Secondary Education","Independent","Operator","1","4",1,0,1,"2",218
"5126",0,"Postgraduate Education","Complete Professional Education","Executive","Technical or professional level employee","4","4",1,1,1,"4",345
"5127",0,"Complete Secondary Education","Complete Secondary Education","Independent","Home","2","6",1,0,1,"4",441
"5128",1,"Complete Professional Education","Complete Technical Education","Independent professional","Independent professional","3","4",1,0,1,"4",331
"5129",0,"Complete Professional Education","Complete Secondary Education","Technical or professional level employee","Home","2","5",0,0,1,"2",444
"5130",0,"Complete Professional Education","Complete Professional Education","Executive","Technical or professional level employee","4","2",1,1,0,"4",488
"5131",0,"Complete Secondary Education","Complete Professional Education","Auxiliary or Administrative","Executive","5","3",1,1,1,"4",191
"5132",0,"Postgraduate Education","Complete Professional Education","Executive","Executive","4","3",1,1,1,"5",306
"5133",0,"Complete Professional Education","Complete Professional Education","Technical or professional level employee","Technical or professional level employee","3","3",1,1,1,"4",497
"5134",0,"Complete Secondary Education","Complete Secondary Education","Independent","Home","3","5",1,1,1,"2",399
